date,province,articles,risk_any_count,score_sum,score_avg,province_conf_avg
2025-09-20,TP Hồ Chí Minh,2,2,15.0,7.5,0.8198757763975155
2025-09-20,UNKNOWN,1,1,20.0,20.0,0.0
2025-09-22,Hà Nội,1,1,8.5,8.5,0.6428571428571428
2025-09-22,Nghệ An,1,1,2.5,2.5,0.6875
2025-09-23,Hà Nội,1,1,3.5,3.5,0.8
2025-09-23,Hà Tĩnh,1,1,2.5,2.5,0.8148148148148149
2025-09-23,Hải Phòng,1,0,0.0,0.0,0.6875
2025-09-23,Khánh Hòa,1,1,5.0,5.0,0.8924731182795699
2025-09-23,TP Hồ Chí Minh,1,1,5.0,5.0,0.736842105263158
2025-09-23,UNKNOWN,2,1,6.5,3.25,0.0
2025-09-24,Cà Mau,1,1,3.5,3.5,0.84375
2025-09-24,Lâm Đồng,1,1,6.0,6.0,0.5833333333333333
2025-09-24,Nghệ An,1,1,5.0,5.0,0.5833333333333333
2025-09-24,UNKNOWN,2,1,11.5,5.75,0.0
2025-09-25,Hà Nội,1,1,6.5,6.5,0.6428571428571428
2025-09-25,Hải Dương,1,1,6.0,6.0,0.5833333333333333
2025-09-25,Quảng Ninh,1,1,4.0,4.0,0.9342105263157895
2025-09-25,Quảng Trị,1,0,0.0,0.0,0.8795180722891567
2025-09-25,TP Hồ Chí Minh,1,1,6.5,6.5,0.8387096774193549
2025-09-26,Nghệ An,1,0,0.0,0.0,0.5833333333333333
2025-09-26,TP Hồ Chí Minh,1,1,5.0,5.0,0.8148148148148149
2025-09-27,Nghệ An,1,0,0.0,0.0,0.6428571428571428
2025-09-27,TP Hồ Chí Minh,1,1,4.0,4.0,0.875
2025-09-28,Ninh Bình,1,0,0.0,0.0,0.868421052631579
2025-09-28,Quảng Ninh,1,1,4.0,4.0,0.8245614035087719
2025-09-28,UNKNOWN,1,1,5.0,5.0,0.0
2025-09-29,Khánh Hòa,2,0,0.0,0.0,0.8570571771291484
2025-09-29,Kiên Giang,1,1,2.5,2.5,0.6875
2025-09-29,TP Hồ Chí Minh,1,1,6.0,6.0,0.8148148148148149
2025-09-30,Bình Dương,1,1,8.0,8.0,0.5833333333333333
2025-09-30,TP Hồ Chí Minh,1,1,7.0,7.0,0.9305555555555556
2025-09-30,Thừa Thiên Huế,1,0,0.0,0.0,0.8823529411764706
2025-10-01,Hà Nội,1,1,10.5,10.5,0.8
2025-10-01,Nghệ An,1,1,4.0,4.0,0.5833333333333333
2025-10-01,TP Hồ Chí Minh,1,0,0.0,0.0,0.8214285714285714
2025-10-01,UNKNOWN,1,1,13.0,13.0,0.0
2025-10-02,TP Hồ Chí Minh,1,1,9.5,9.5,0.8333333333333334
2025-10-02,Đà Nẵng,1,0,0.0,0.0,0.9029126213592233
2025-10-03,Thanh Hóa,1,0,0.0,0.0,0.8717948717948718
2025-10-03,UNKNOWN,1,0,0.0,0.0,0.0
2025-10-04,Cần Thơ,1,1,12.0,12.0,0.5833333333333333
2025-10-04,Hà Nội,1,1,4.5,4.5,0.84375
2025-10-04,TP Hồ Chí Minh,2,2,18.0,9.0,0.8379332477535302
2025-10-04,Đà Nẵng,1,1,12.5,12.5,0.7222222222222222
2025-10-05,Cần Thơ,1,1,6.5,6.5,0.5833333333333333
2025-10-05,Hà Nội,1,1,8.5,8.5,0.8
2025-10-05,Hậu Giang,1,1,4.0,4.0,0.7826086956521738
2025-10-05,Nghệ An,1,0,0.0,0.0,0.7222222222222222
2025-10-06,TP Hồ Chí Minh,1,1,2.5,2.5,0.7826086956521738
2025-10-07,Kiên Giang,1,1,4.0,4.0,0.8
2025-10-07,Quảng Nam,1,1,3.5,3.5,0.7222222222222222
2025-10-07,TP Hồ Chí Minh,3,0,0.0,0.0,0.80293325907361
2025-10-07,UNKNOWN,1,0,4.0,4.0,0.0
2025-10-08,TP Hồ Chí Minh,3,2,5.5,1.8333333333333333,0.8796729840208101
2025-10-08,Tiền Giang,1,0,0.0,0.0,0.8245614035087719
2025-10-08,UNKNOWN,1,1,17.5,17.5,0.0
2025-10-09,Kiên Giang,1,1,4.5,4.5,0.8
2025-10-09,Lào Cai,1,1,4.0,4.0,0.8148148148148149
2025-10-09,TP Hồ Chí Minh,3,3,14.0,4.666666666666667,0.9198023795119984
2025-10-10,Hà Giang,1,1,12.0,12.0,0.5833333333333333
2025-10-10,UNKNOWN,1,1,3.5,3.5,0.0
2025-10-10,Đà Nẵng,1,1,3.5,3.5,0.7727272727272727
2025-10-11,TP Hồ Chí Minh,4,3,14.5,3.625,0.8189652643313972
2025-10-11,Đồng Tháp,1,1,6.5,6.5,0.8
2025-10-12,TP Hồ Chí Minh,2,2,16.0,8.0,0.8181216931216931
2025-10-12,UNKNOWN,1,1,3.5,3.5,0.0
2025-10-12,Đà Nẵng,1,1,6.5,6.5,0.75
2025-10-13,TP Hồ Chí Minh,1,1,10.5,10.5,0.8837209302325582
2025-10-14,Quảng Bình,1,1,2.5,2.5,0.855072463768116
2025-10-14,Sơn La,1,1,3.5,3.5,0.8333333333333334
2025-10-14,UNKNOWN,1,1,5.5,5.5,0.0
2025-10-15,Cần Thơ,1,1,6.0,6.0,0.8823529411764706
2025-10-15,TP Hồ Chí Minh,6,2,11.0,1.8333333333333333,0.856700589576257
2025-10-15,UNKNOWN,2,1,2.5,1.25,0.0
2025-10-16,TP Hồ Chí Minh,1,0,0.0,0.0,0.927536231884058
2025-10-16,Đà Nẵng,2,1,12.5,6.25,0.6916666666666667
2025-10-17,Hà Nội,1,1,7.0,7.0,0.6875
2025-10-17,Khánh Hòa,1,1,3.5,3.5,0.7826086956521738
2025-10-17,Quảng Ninh,1,1,6.5,6.5,0.8076923076923077
2025-10-17,TP Hồ Chí Minh,1,0,0.0,0.0,0.736842105263158
2025-10-18,Bà Rịa - Vũng Tàu,1,1,5.0,5.0,0.8214285714285714
2025-10-18,Nghệ An,1,1,7.0,7.0,0.6875
2025-10-19,TP Hồ Chí Minh,1,0,0.0,0.0,0.8611111111111112
2025-10-20,Quảng Bình,1,1,9.0,9.0,0.855072463768116
2025-10-20,TP Hồ Chí Minh,1,1,8.0,8.0,0.9180327868852459
2025-10-20,Đà Nẵng,2,1,4.5,2.25,0.8
2025-10-21,TP Hồ Chí Minh,1,0,0.0,0.0,0.736842105263158
2025-10-21,Thừa Thiên Huế,1,1,8.0,8.0,0.5833333333333333
2025-10-22,An Giang,1,1,8.5,8.5,0.8901098901098901
2025-10-22,Kiên Giang,1,0,0.0,0.0,0.75
2025-10-22,TP Hồ Chí Minh,2,1,6.0,3.0,0.8386591478696742
2025-10-23,Bình Định,1,1,3.0,3.0,0.6428571428571428
2025-10-23,TP Hồ Chí Minh,1,1,2.5,2.5,0.9315068493150684
2025-10-23,UNKNOWN,1,1,13.5,13.5,0.0
2025-10-24,Hà Giang,1,1,8.5,8.5,0.8
2025-10-24,Hà Nội,1,0,0.0,0.0,0.6428571428571428
2025-10-24,TP Hồ Chí Minh,1,1,6.0,6.0,0.736842105263158
2025-10-24,Yên Bái,1,1,3.5,3.5,0.8148148148148149
2025-10-25,Nghệ An,1,0,0.0,0.0,0.5833333333333333
2025-10-25,TP Hồ Chí Minh,1,1,3.0,3.0,0.7826086956521738
2025-10-26,Kiên Giang,1,1,5.0,5.0,0.7727272727272727
2025-10-27,Nghệ An,1,0,0.0,0.0,0.863013698630137
2025-10-27,TP Hồ Chí Minh,1,1,3.5,3.5,0.9122807017543859
2025-10-28,Hà Nội,1,1,3.5,3.5,0.75
2025-10-28,Kiên Giang,1,1,4.0,4.0,0.75
2025-10-28,Lào Cai,1,1,5.5,5.5,0.5833333333333333
2025-10-28,TP Hồ Chí Minh,1,0,0.0,0.0,0.8888888888888888
2025-10-29,UNKNOWN,1,1,3.5,3.5,0.0
2025-10-30,Hà Nội,1,1,4.5,4.5,0.75
2025-10-30,UNKNOWN,1,1,12.0,12.0,0.0
2025-10-31,Hà Nội,1,1,6.0,6.0,0.75
2025-10-31,TP Hồ Chí Minh,1,0,0.0,0.0,0.8888888888888888
2025-11-01,Nghệ An,1,1,3.5,3.5,0.7619047619047619
2025-11-01,TP Hồ Chí Minh,3,1,2.5,0.8333333333333334,0.8887269783444648
2025-11-01,UNKNOWN,1,0,0.0,0.0,0.0
2025-11-02,Kiên Giang,1,1,5.0,5.0,0.5833333333333333
2025-11-02,Nghệ An,1,1,3.5,3.5,0.5833333333333333
2025-11-02,Quảng Ninh,1,0,0.0,0.0,0.7727272727272727
2025-11-03,Nghệ An,1,1,10.5,10.5,0.6428571428571428
2025-11-03,Đồng Tháp,1,1,5.5,5.5,0.8387096774193549
2025-11-04,Hà Nội,1,0,0.0,0.0,0.7222222222222222
2025-11-04,Nghệ An,1,0,0.0,0.0,0.5833333333333333
2025-11-04,Điện Biên,1,1,5.5,5.5,0.7619047619047619
2025-11-05,Hà Nội,1,1,5.0,5.0,0.8
2025-11-05,Lào Cai,1,1,3.0,3.0,0.6428571428571428
2025-11-05,Đà Nẵng,1,1,12.0,12.0,0.8
2025-11-06,Bình Dương,1,0,0.0,0.0,0.5833333333333333
2025-11-06,Khánh Hòa,1,1,9.0,9.0,0.875
2025-11-06,Lâm Đồng,1,0,0.0,0.0,0.9019607843137255
2025-11-07,Hòa Bình,1,1,3.5,3.5,0.5833333333333333
2025-11-07,Yên Bái,1,1,3.5,3.5,0.6875
2025-11-08,Hà Nội,1,0,0.0,0.0,0.5833333333333333
2025-11-08,UNKNOWN,1,1,3.5,3.5,0.0
2025-11-09,TP Hồ Chí Minh,1,1,6.5,6.5,0.736842105263158
2025-11-10,Kiên Giang,1,1,7.0,7.0,0.5833333333333333
2025-11-10,TP Hồ Chí Minh,1,1,10.5,10.5,0.8387096774193549
2025-11-11,Khánh Hòa,1,1,12.0,12.0,0.868421052631579
2025-11-11,Kiên Giang,1,0,0.0,0.0,0.5833333333333333
2025-11-11,Quảng Ninh,1,1,2.5,2.5,0.9130434782608696
2025-11-11,TP Hồ Chí Minh,2,1,7.0,3.5,0.9005847953216374
2025-11-11,Tây Ninh,1,1,8.0,8.0,0.84375
2025-11-11,UNKNOWN,1,1,3.5,3.5,0.0
2025-11-11,Đà Nẵng,1,1,6.0,6.0,0.5833333333333333
2025-11-12,Cà Mau,1,0,0.0,0.0,0.8591549295774648
2025-11-12,Gia Lai,1,1,10.0,10.0,0.7826086956521738
2025-11-12,Hà Nội,1,0,0.0,0.0,0.92
2025-11-12,Lào Cai,1,1,6.5,6.5,0.6428571428571428
2025-11-12,Ninh Bình,1,1,3.5,3.5,0.927536231884058
2025-11-12,TP Hồ Chí Minh,2,2,12.5,6.25,0.8418253079507279
2025-11-12,UNKNOWN,1,1,9.5,9.5,0.0
2025-11-12,Điện Biên,1,1,19.0,19.0,0.736842105263158
2025-11-12,Đà Nẵng,1,1,3.5,3.5,0.7222222222222222
2025-11-13,An Giang,1,1,3.5,3.5,0.8850574712643678
2025-11-13,Cà Mau,2,1,5.0,2.5,0.8933455807307613
2025-11-13,Cần Thơ,1,1,9.5,9.5,0.8148148148148149
2025-11-13,Hà Nội,8,5,27.5,3.4375,0.8870709125349874
2025-11-13,Hưng Yên,1,1,10.5,10.5,0.9065420560747663
2025-11-13,Hải Phòng,1,0,0.0,0.0,0.8969072164948454
2025-11-13,Lâm Đồng,1,1,3.0,3.0,0.8507462686567164
2025-11-13,Ninh Bình,1,1,8.0,8.0,0.8387096774193549
2025-11-13,Quảng Nam,1,1,16.0,16.0,0.8666666666666667
2025-11-13,TP Hồ Chí Minh,5,4,38.5,7.7,0.872128168930935
2025-11-13,UNKNOWN,1,0,0.0,0.0,0.0
2025-11-13,Điện Biên,1,1,5.5,5.5,0.736842105263158
2025-11-13,Đà Nẵng,2,2,28.5,14.25,0.8417993973310374
2025-11-13,Đồng Nai,2,2,20.0,10.0,0.8081800887761573
2025-11-14,Bắc Ninh,1,1,4.5,4.5,0.8795180722891567
2025-11-14,Hà Nội,2,2,13.0,6.5,0.8304473304473304
2025-11-14,Khánh Hòa,1,0,0.0,0.0,0.8780487804878049
2025-11-14,Lào Cai,2,1,17.0,8.5,0.7543532338308457
2025-11-14,Nghệ An,1,1,8.5,8.5,0.8507462686567164
2025-11-14,TP Hồ Chí Minh,6,6,41.0,6.833333333333333,0.94386228068895
2025-11-14,Thừa Thiên Huế,3,3,33.5,11.166666666666666,0.7348484848484848
2025-11-14,Tuyên Quang,1,1,6.5,6.5,0.5833333333333333
2025-11-14,UNKNOWN,1,1,6.0,6.0,0.0
2025-11-15,Lâm Đồng,1,1,8.0,8.0,0.6875
2025-11-15,Quảng Ninh,1,1,3.5,3.5,0.9130434782608696
2025-11-15,TP Hồ Chí Minh,1,0,0.0,0.0,0.945054945054945
2025-11-16,UNKNOWN,1,1,18.5,18.5,0.0
2025-11-17,TP Hồ Chí Minh,2,1,7.0,3.5,0.7877758913412565
2025-11-17,UNKNOWN,2,2,27.5,13.75,0.0
2025-11-18,Nghệ An,1,1,4.5,4.5,0.6875
2025-11-18,Ninh Bình,1,1,3.5,3.5,0.8837209302325582
2025-11-18,UNKNOWN,2,2,6.5,3.25,0.0
2025-11-18,Đà Nẵng,1,0,0.0,0.0,0.7916666666666667
2025-11-19,Hà Nội,1,0,0.0,0.0,0.6428571428571428
2025-11-19,TP Hồ Chí Minh,1,1,3.5,3.5,0.8333333333333334
2025-11-19,UNKNOWN,1,1,6.5,6.5,0.0
2025-11-20,An Giang,1,1,5.0,5.0,0.8666666666666667
2025-11-20,Hà Nội,1,1,7.5,7.5,0.6875
2025-11-20,TP Hồ Chí Minh,5,1,6.0,1.2,0.8486945420297018
2025-11-21,An Giang,1,1,6.0,6.0,0.8113207547169812
2025-11-21,TP Hồ Chí Minh,1,1,4.0,4.0,0.9315068493150684
2025-11-22,Kiên Giang,1,1,4.5,4.5,0.863013698630137
2025-11-22,TP Hồ Chí Minh,1,0,0.0,0.0,0.84375
2025-11-23,Khánh Hòa,1,1,10.5,10.5,0.8901098901098902
2025-11-24,Lào Cai,1,1,4.5,4.5,0.5833333333333333
2025-11-24,TP Hồ Chí Minh,2,1,5.5,2.75,0.7850877192982457
2025-11-25,TP Hồ Chí Minh,1,1,7.5,7.5,0.8387096774193549
2025-11-25,Thanh Hóa,1,0,0.0,0.0,0.5833333333333333
2025-11-25,UNKNOWN,1,1,3.5,3.5,0.0
2025-11-26,Cà Mau,1,1,3.5,3.5,0.84375
2025-11-26,Hà Nội,1,1,3.5,3.5,0.6428571428571428
2025-11-26,Nghệ An,1,0,0.0,0.0,0.5833333333333333
2025-11-26,TP Hồ Chí Minh,2,1,7.5,3.75,0.7969924812030076
2025-11-26,UNKNOWN,1,1,4.5,4.5,0.0
2025-11-27,Bình Dương,1,1,6.0,6.0,0.5833333333333333
2025-11-27,TP Hồ Chí Minh,3,1,3.5,1.1666666666666667,0.8608891774027098
2025-11-27,Đồng Tháp,1,1,6.5,6.5,0.8148148148148149
2025-11-28,TP Hồ Chí Minh,2,2,10.0,5.0,0.865967365967366
2025-11-29,TP Hồ Chí Minh,1,0,0.0,0.0,0.8076923076923077
2025-11-29,UNKNOWN,1,1,3.5,3.5,0.0
2025-11-30,Nghệ An,1,1,9.0,9.0,0.5833333333333333
2025-11-30,Quảng Trị,1,0,0.0,0.0,0.8245614035087719
2025-11-30,TP Hồ Chí Minh,2,2,16.0,8.0,0.8406432748538012
2025-11-30,Tiền Giang,1,1,4.5,4.5,0.8148148148148149
2025-12-01,Cần Thơ,1,1,3.0,3.0,0.8412698412698413
2025-12-01,Lâm Đồng,1,0,0.0,0.0,0.5833333333333333
2025-12-01,TP Hồ Chí Minh,1,1,3.0,3.0,0.7826086956521738
2025-12-01,UNKNOWN,2,1,3.5,1.75,0.0
2025-12-02,UNKNOWN,1,1,3.5,3.5,0.0
2025-12-03,UNKNOWN,1,0,0.0,0.0,0.0
2025-12-03,Đồng Tháp,1,1,4.0,4.0,0.8275862068965517
2025-12-04,Cần Thơ,1,1,4.0,4.0,0.8823529411764706
2025-12-04,Quảng Trị,1,0,0.0,0.0,0.8947368421052632
2025-12-04,TP Hồ Chí Minh,4,3,23.0,5.75,0.8281709709055247
2025-12-04,UNKNOWN,2,1,17.5,8.75,0.0
2025-12-05,Lâm Đồng,1,1,3.0,3.0,0.8275862068965517
2025-12-05,TP Hồ Chí Minh,1,1,11.0,11.0,0.8387096774193549
2025-12-05,UNKNOWN,1,1,12.5,12.5,0.0
2025-12-05,Đà Nẵng,1,0,0.0,0.0,0.5833333333333333
2025-12-05,Đồng Tháp,1,1,4.5,4.5,0.8571428571428572
2025-12-06,Kiên Giang,1,1,4.0,4.0,0.75
2025-12-06,TP Hồ Chí Minh,2,2,11.0,5.5,0.8602375960866527
2025-12-07,Cà Mau,1,1,6.5,6.5,0.8484848484848485
2025-12-07,Kiên Giang,1,1,3.5,3.5,0.8
2025-12-07,Nghệ An,1,1,12.5,12.5,0.5833333333333333
2025-12-07,TP Hồ Chí Minh,2,1,2.5,1.25,0.8350877192982457
2025-12-07,Điện Biên,1,1,10.5,10.5,0.6428571428571428
2025-12-08,Quảng Trị,1,1,6.5,6.5,0.8484848484848485
2025-12-08,TP Hồ Chí Minh,1,0,0.0,0.0,0.7826086956521738
2025-12-08,Thừa Thiên Huế,1,1,4.5,4.5,0.5833333333333333
2025-12-09,Hà Nội,1,0,0.0,0.0,0.5833333333333333
2025-12-09,TP Hồ Chí Minh,2,2,7.5,3.75,0.8043184885290149
2025-12-09,UNKNOWN,1,1,3.0,3.0,0.0
2025-12-10,Cần Thơ,1,1,13.0,13.0,0.92
2025-12-10,Lâm Đồng,1,0,0.0,0.0,0.7619047619047619
2025-12-10,TP Hồ Chí Minh,2,1,6.0,3.0,0.8489314664701547
2025-12-10,Thái Nguyên,1,1,13.0,13.0,0.8666666666666667
2025-12-10,Thừa Thiên Huế,1,1,3.5,3.5,0.7222222222222222
2025-12-10,UNKNOWN,2,2,11.0,5.5,0.0
2025-12-11,An Giang,1,1,3.0,3.0,0.8969072164948454
2025-12-11,Bắc Ninh,1,0,0.0,0.0,0.8148148148148149
2025-12-11,Cà Mau,1,0,0.0,0.0,0.9130434782608696
2025-12-11,Hà Nội,3,2,29.5,9.833333333333334,0.8705459136279351
2025-12-11,Lâm Đồng,2,1,16.0,8.0,0.7384751773049645
2025-12-11,Nghệ An,2,1,2.5,1.25,0.7299382716049383
2025-12-11,Quảng Ngãi,2,2,34.5,17.25,0.8314474304573314
2025-12-11,Sơn La,1,1,12.0,12.0,0.5833333333333333
2025-12-11,TP Hồ Chí Minh,3,1,3.5,1.1666666666666667,0.8445330249419715
2025-12-11,Thừa Thiên Huế,4,4,29.5,7.375,0.7027310924369747
2025-12-11,UNKNOWN,7,4,26.0,3.7142857142857144,0.0
2025-12-11,Điện Biên,1,0,0.0,0.0,0.736842105263158
2025-12-11,Đà Nẵng,1,1,3.0,3.0,0.9224806201550387
2025-12-11,Đồng Nai,1,0,0.0,0.0,0.8913043478260869
2025-12-12,Cần Thơ,2,2,15.5,7.75,0.8953049109552078
2025-12-12,Hà Tĩnh,1,1,6.0,6.0,0.8924731182795699
2025-12-12,Lào Cai,1,1,4.0,4.0,0.84375
2025-12-12,Phú Thọ,3,2,25.5,8.5,0.8428121586016323
2025-12-12,Quảng Bình,1,1,7.0,7.0,0.8214285714285714
2025-12-12,Quảng Ninh,1,0,0.0,0.0,0.8901098901098901
2025-12-12,TP Hồ Chí Minh,4,4,29.5,7.375,0.8132928475033738
2025-12-12,Thừa Thiên Huế,1,1,9.5,9.5,0.8
2025-12-12,Đồng Tháp,1,1,17.0,17.0,0.8387096774193549
2025-12-13,Bắc Ninh,1,1,20.0,20.0,0.7826086956521738
2025-12-13,Hà Nội,2,1,3.0,1.5,0.8277706461275139
2025-12-13,TP Hồ Chí Minh,2,1,5.0,2.5,0.9276041666666667
2025-12-13,Thái Nguyên,1,1,12.5,12.5,0.8969072164948454
2025-12-13,UNKNOWN,1,1,17.0,17.0,0.0
2025-12-14,Hà Nội,4,4,16.5,4.125,0.8817710973119727
2025-12-14,Hải Phòng,1,1,17.5,17.5,0.8148148148148149
2025-12-14,Lào Cai,1,1,7.0,7.0,0.8969072164948454
2025-12-14,Phú Thọ,3,3,33.5,11.166666666666666,0.8040794417606012
2025-12-14,UNKNOWN,1,1,16.5,16.5,0.0
2025-12-14,Đồng Nai,1,1,3.5,3.5,0.8507462686567164
2025-12-15,An Giang,2,1,2.5,1.25,0.7597254004576659
2025-12-15,Bà Rịa - Vũng Tàu,1,1,4.0,4.0,0.7727272727272727
2025-12-15,Bình Dương,1,0,0.0,0.0,0.5833333333333333
2025-12-15,Hà Nội,3,2,11.0,3.6666666666666665,0.8570797480334257
2025-12-15,Hải Phòng,1,1,2.5,2.5,0.8823529411764706
2025-12-15,Kiên Giang,2,2,12.0,6.0,0.7611111111111111
2025-12-15,Phú Thọ,1,1,18.5,18.5,0.8387096774193549
2025-12-15,Quảng Ninh,1,0,0.0,0.0,0.8947368421052632
2025-12-15,TP Hồ Chí Minh,3,2,21.0,7.0,0.852566219888856
2025-12-15,UNKNOWN,2,1,6.5,3.25,0.0
2025-12-15,Điện Biên,2,1,5.0,2.5,0.7493734335839599
2025-12-16,An Giang,1,1,6.0,6.0,0.7619047619047619
2025-12-16,Cà Mau,1,1,2.5,2.5,0.8507462686567164
2025-12-16,Hà Nội,4,4,18.0,4.5,0.7973722810877579
2025-12-16,Hải Phòng,1,1,7.0,7.0,0.8701298701298701
2025-12-16,Nghệ An,1,0,0.0,0.0,0.7435897435897436
2025-12-16,TP Hồ Chí Minh,2,2,19.5,9.75,0.8952380952380953
2025-12-16,Thừa Thiên Huế,2,2,23.0,11.5,0.839166237776634
2025-12-16,UNKNOWN,1,1,6.0,6.0,0.0
2025-12-17,Gia Lai,1,1,13.5,13.5,0.8387096774193549
2025-12-17,Hà Nội,5,3,23.5,4.7,0.8337097353809831
2025-12-17,Khánh Hòa,1,1,3.0,3.0,0.935064935064935
2025-12-17,Ninh Bình,1,1,10.5,10.5,0.911504424778761
2025-12-17,TP Hồ Chí Minh,4,3,23.5,5.875,0.8317531582334214
2025-12-17,Thừa Thiên Huế,1,1,18.0,18.0,0.8387096774193549
2025-12-17,UNKNOWN,1,0,0.0,0.0,0.0
2025-12-17,Đồng Nai,1,1,6.0,6.0,0.7435897435897436
2025-12-18,Bắc Ninh,2,0,0.0,0.0,0.8208020050125313
2025-12-18,Gia Lai,1,1,3.5,3.5,0.8461538461538461
2025-12-18,Hà Nội,2,2,13.5,6.75,0.6829710144927535
2025-12-18,Hà Tĩnh,1,1,6.0,6.0,0.8924731182795699
2025-12-18,Nghệ An,2,2,5.5,2.75,0.7048611111111112
2025-12-18,TP Hồ Chí Minh,2,1,18.5,9.25,0.7877758913412565
2025-12-18,Thái Nguyên,2,2,22.0,11.0,0.9070167886353853
2025-12-18,Thừa Thiên Huế,1,0,0.0,0.0,0.5833333333333333
2025-12-18,Đồng Nai,1,1,17.5,17.5,0.8795180722891567
2025-12-19,Bắc Ninh,1,1,7.0,7.0,0.9130434782608696
2025-12-19,Hà Nội,4,4,14.0,3.5,0.7641594516594516
2025-12-19,Hà Tĩnh,1,1,2.5,2.5,0.9047619047619048
2025-12-19,Hòa Bình,2,1,3.0,1.5,0.725
2025-12-19,Hải Phòng,1,0,0.0,0.0,0.9130434782608696
2025-12-19,Khánh Hòa,2,1,5.0,2.5,0.8390287769784173
2025-12-19,Ninh Bình,1,1,8.0,8.0,0.8850574712643678
2025-12-19,Quảng Ngãi,1,1,15.5,15.5,0.908256880733945
2025-12-19,TP Hồ Chí Minh,3,1,5.0,1.6666666666666667,0.7740563530037216
2025-12-19,Thái Nguyên,1,1,8.5,8.5,0.900990099009901
2025-12-19,Thừa Thiên Huế,2,2,14.5,7.25,0.7328431372549019
2025-12-19,Tây Ninh,1,1,7.0,7.0,0.5833333333333333
2025-12-19,UNKNOWN,1,1,6.0,6.0,0.0
2025-12-19,Điện Biên,1,0,8.0,8.0,0.5833333333333333
2025-12-19,Đà Nẵng,1,1,9.0,9.0,0.9186991869918699
2025-12-19,Đắk Lắk,1,1,17.5,17.5,0.8901098901098901
2025-12-20,Hà Nam,1,0,0.0,0.0,0.5833333333333333
2025-12-20,Nghệ An,1,1,3.5,3.5,0.8360655737704918
2025-12-20,Phú Thọ,2,2,11.0,5.5,0.8730923694779117
2025-12-20,Quảng Ngãi,1,1,5.5,5.5,0.868421052631579
2025-12-20,TP Hồ Chí Minh,2,2,24.0,12.0,0.9068276684555754
2025-12-20,Thái Nguyên,1,1,6.5,6.5,0.8969072164948454
2025-12-20,Đà Nẵng,1,1,5.0,5.0,0.7222222222222222
2025-12-21,TP Hồ Chí Minh,1,1,7.5,7.5,0.9333333333333333
2025-12-21,Thái Bình,1,1,3.5,3.5,0.8275862068965517
2025-12-21,UNKNOWN,5,0,0.0,0.0,0.0
2025-12-21,Điện Biên,1,1,12.0,12.0,0.8333333333333334
2025-12-21,Đà Nẵng,3,3,22.5,7.5,0.6428571428571428
2025-12-21,Đồng Tháp,1,1,17.0,17.0,0.7826086956521738
2025-12-22,Bình Dương,1,1,3.5,3.5,0.5833333333333333
2025-12-22,Cao Bằng,1,1,4.0,4.0,0.5833333333333333
2025-12-22,Cà Mau,1,0,0.0,0.0,0.9130434782608696
2025-12-22,Cần Thơ,1,0,0.0,0.0,0.8823529411764706
2025-12-22,Gia Lai,2,2,7.0,3.5,0.8795180722891567
2025-12-22,Hà Nội,2,1,3.0,1.5,0.5833333333333333
2025-12-22,Lâm Đồng,1,1,17.0,17.0,0.8936170212765957
2025-12-22,Nghệ An,1,1,8.0,8.0,0.9212598425196851
2025-12-22,TP Hồ Chí Minh,1,1,3.0,3.0,0.9333333333333333
2025-12-22,Thừa Thiên Huế,1,0,0.0,0.0,0.7222222222222222
2025-12-22,UNKNOWN,1,0,0.0,0.0,0.0
2025-12-22,Đà Nẵng,1,1,9.5,9.5,0.9065420560747663
2025-12-23,Bình Dương,3,3,10.5,3.5,0.6428571428571428
2025-12-23,Gia Lai,4,4,15.0,3.75,0.8579774375503626
2025-12-23,Hà Nội,5,3,18.0,3.6,0.7637920168067227
2025-12-23,Nghệ An,2,0,0.0,0.0,0.7096994535519126
2025-12-23,Quảng Ngãi,1,1,14.5,14.5,0.7826086956521738
2025-12-23,TP Hồ Chí Minh,3,2,9.5,3.1666666666666665,0.8464503866522582
2025-12-23,Thừa Thiên Huế,2,2,15.0,7.5,0.613095238095238
2025-12-23,UNKNOWN,2,1,3.5,1.75,0.0
2025-12-23,Đà Nẵng,1,1,3.0,3.0,0.7222222222222222
2025-12-23,Đắk Lắk,1,1,17.0,17.0,0.8387096774193549
2025-12-24,Cần Thơ,1,1,3.5,3.5,0.8823529411764706
2025-12-24,Gia Lai,3,2,23.0,7.666666666666667,0.6724709784411277
2025-12-24,Hà Nội,2,2,15.5,7.75,0.7127329192546583
2025-12-24,Hà Tĩnh,1,1,18.0,18.0,0.8148148148148149
2025-12-24,Quảng Ninh,1,0,0.0,0.0,0.7222222222222222
2025-12-24,TP Hồ Chí Minh,4,3,25.5,6.375,0.869878143326956
2025-12-24,Thừa Thiên Huế,2,2,9.5,4.75,0.7474747474747474
2025-12-24,UNKNOWN,2,2,10.0,5.0,0.0
2025-12-24,Đà Nẵng,1,1,3.5,3.5,0.5833333333333333
2025-12-25,Bình Dương,1,1,6.5,6.5,0.6428571428571428
2025-12-25,Hà Nội,3,2,7.0,2.3333333333333335,0.7680698240399733
2025-12-25,Kiên Giang,1,1,7.0,7.0,0.5833333333333333
2025-12-25,Nghệ An,2,2,5.0,2.5,0.6428571428571428
2025-12-25,Quảng Ngãi,1,1,12.5,12.5,0.9056603773584906
2025-12-25,Quảng Ninh,1,1,3.5,3.5,0.855072463768116
