date,province,articles,risk_any_count,score_sum,score_avg,province_conf_avg
2016-07-03,TP Hồ Chí Minh,1,1,2.5,2.5,0.7826086956521738
2016-07-04,TP Hồ Chí Minh,2,2,10.5,5.25,0.7722672064777328
2016-07-05,TP Hồ Chí Minh,1,1,3.5,3.5,0.7826086956521738
2016-07-06,UNKNOWN,1,0,0.0,0.0,0.0
2016-07-07,TP Hồ Chí Minh,2,1,8.5,4.25,0.7597254004576659
2016-07-07,Đà Nẵng,1,1,3.5,3.5,0.7959183673469388
2016-07-10,Quảng Nam,1,1,6.5,6.5,0.5833333333333333
2016-07-11,Nghệ An,1,1,2.5,2.5,0.75
2016-07-11,TP Hồ Chí Minh,1,0,0.0,0.0,0.7826086956521738
2016-07-11,UNKNOWN,1,0,0.0,0.0,0.0
2016-07-13,UNKNOWN,2,2,9.5,4.75,0.0
2016-07-14,Nghệ An,1,1,3.5,3.5,0.8666666666666667
2016-07-14,TP Hồ Chí Minh,1,1,11.5,11.5,0.8214285714285714
2016-07-16,Nghệ An,1,0,0.0,0.0,0.5833333333333333
2016-07-18,TP Hồ Chí Minh,3,1,5.5,1.8333333333333333,0.7520976353928299
2016-07-21,TP Hồ Chí Minh,2,0,0.0,0.0,0.8106591865357644
2016-07-25,TP Hồ Chí Minh,1,1,6.0,6.0,0.9230769230769231
2016-07-26,TP Hồ Chí Minh,1,0,0.0,0.0,0.736842105263158
2016-07-26,UNKNOWN,1,0,0.0,0.0,0.0
2016-07-27,Kiên Giang,1,1,4.5,4.5,0.8275862068965517
2016-07-28,Bình Thuận,1,0,0.0,0.0,0.5833333333333333
2016-07-28,Nghệ An,1,0,0.0,0.0,0.6428571428571428
2016-07-28,TP Hồ Chí Minh,1,1,3.5,3.5,0.7826086956521738
2016-08-01,Hải Dương,1,1,4.5,4.5,0.5833333333333333
2016-08-01,Quảng Bình,1,1,7.5,7.5,0.9212598425196851
2016-08-01,TP Hồ Chí Minh,2,0,0.0,0.0,0.7597254004576659
2016-08-01,Thái Bình,1,1,4.0,4.0,0.6428571428571428
2016-08-02,UNKNOWN,1,0,0.0,0.0,0.0
2016-08-03,UNKNOWN,1,1,6.5,6.5,0.0
2016-08-04,TP Hồ Chí Minh,1,1,3.5,3.5,0.736842105263158
2016-08-05,Khánh Hòa,1,1,5.5,5.5,0.84375
2016-08-05,TP Hồ Chí Minh,1,1,9.0,9.0,0.8148148148148149
2016-08-06,Nghệ An,1,0,0.0,0.0,0.5833333333333333
2016-08-06,UNKNOWN,1,0,0.0,0.0,0.0
2016-08-08,TP Hồ Chí Minh,2,1,4.5,2.25,0.6973270440251572
2016-08-09,Thừa Thiên Huế,1,0,0.0,0.0,0.898989898989899
2016-08-10,Nghệ An,2,2,9.5,4.75,0.7096994535519126
2016-08-10,UNKNOWN,1,0,0.0,0.0,0.0
2016-08-11,TP Hồ Chí Minh,2,2,8.5,4.25,0.7350543478260869
2016-08-14,TP Hồ Chí Minh,1,0,0.0,0.0,0.9180327868852459
2016-08-15,Nghệ An,1,1,4.0,4.0,0.5833333333333333
2016-08-15,TP Hồ Chí Minh,1,1,3.5,3.5,0.736842105263158
2016-08-15,UNKNOWN,1,0,0.0,0.0,0.0
2016-08-18,TP Hồ Chí Minh,1,1,10.0,10.0,0.736842105263158
2016-08-21,Yên Bái,1,1,12.0,12.0,0.9038461538461539
2016-08-23,TP Hồ Chí Minh,1,1,4.0,4.0,0.8529411764705883
2016-08-23,UNKNOWN,2,1,2.5,1.25,0.0
2016-08-24,Kiên Giang,1,1,6.5,6.5,0.9122807017543859
2016-08-25,TP Hồ Chí Minh,2,1,4.0,2.0,0.736842105263158
2016-08-25,UNKNOWN,1,0,0.0,0.0,0.0
2016-08-25,Đà Nẵng,1,1,4.0,4.0,0.7619047619047619
2016-08-28,TP Hồ Chí Minh,1,0,0.0,0.0,0.736842105263158
2016-08-29,Kiên Giang,1,1,9.0,9.0,0.8888888888888888
2016-08-29,TP Hồ Chí Minh,1,1,3.0,3.0,0.8571428571428572
2016-08-30,Bình Dương,1,1,3.0,3.0,0.5833333333333333
2016-08-30,UNKNOWN,1,1,3.5,3.5,0.0
2016-08-31,TP Hồ Chí Minh,3,3,22.0,7.333333333333333,0.9058366402116403
2016-09-01,Lào Cai,1,1,4.5,4.5,0.7916666666666667
2016-09-01,TP Hồ Chí Minh,1,0,0.0,0.0,0.736842105263158
2016-09-01,UNKNOWN,1,0,0.0,0.0,0.0
2016-09-05,TP Hồ Chí Minh,2,1,5.5,2.75,0.8355263157894737
2016-09-07,TP Hồ Chí Minh,2,1,3.5,1.75,0.8280132085855806
2016-09-08,Nghệ An,1,1,9.5,9.5,0.6428571428571428
2016-09-08,TP Hồ Chí Minh,2,2,8.5,4.25,0.8350301659125189
2016-09-10,UNKNOWN,2,1,5.5,2.75,0.0
2016-09-12,Nghệ An,1,0,0.0,0.0,0.8360655737704918
2016-09-12,UNKNOWN,1,1,10.0,10.0,0.0
2016-09-13,TP Hồ Chí Minh,3,1,3.5,1.1666666666666667,0.8669108669108669
2016-09-13,UNKNOWN,1,0,0.0,0.0,0.0
2016-09-15,TP Hồ Chí Minh,1,1,7.0,7.0,0.8148148148148149
2016-09-15,Thừa Thiên Huế,1,1,5.0,5.0,0.5833333333333333
2016-09-17,Nghệ An,1,1,4.0,4.0,0.5833333333333333
2016-09-19,TP Hồ Chí Minh,2,2,7.5,3.75,0.736842105263158
2016-09-20,TP Hồ Chí Minh,1,0,0.0,0.0,0.7826086956521738
2016-09-21,Khánh Hòa,1,1,3.5,3.5,0.8
2016-09-21,Thừa Thiên Huế,1,1,7.5,7.5,0.5833333333333333
2016-09-22,TP Hồ Chí Minh,2,2,11.0,5.5,0.7597254004576659
2016-09-22,UNKNOWN,1,0,0.0,0.0,0.0
2016-09-26,Hải Phòng,1,0,0.0,0.0,0.9029126213592233
2016-09-26,Nghệ An,1,1,3.0,3.0,0.5833333333333333
2016-09-26,TP Hồ Chí Minh,2,1,7.0,3.5,0.8112535612535613
2016-09-26,UNKNOWN,1,1,2.5,2.5,0.0
2016-09-28,TP Hồ Chí Minh,1,0,0.0,0.0,0.9038461538461539
2016-09-29,Bình Dương,1,1,15.5,15.5,0.5833333333333333
2016-09-29,Hà Nội,1,1,3.5,3.5,0.8507462686567164
2016-09-29,TP Hồ Chí Minh,1,1,2.5,2.5,0.7826086956521738
2016-10-01,Cần Thơ,1,1,3.0,3.0,0.5833333333333333
2016-10-03,Bình Định,1,0,0.0,0.0,0.8507462686567164
2016-10-03,TP Hồ Chí Minh,2,2,13.0,6.5,0.736842105263158
2016-10-06,Lào Cai,1,1,7.0,7.0,0.7826086956521738
2016-10-06,TP Hồ Chí Minh,1,1,3.5,3.5,0.8148148148148149
2016-10-09,Bà Rịa - Vũng Tàu,1,1,6.5,6.5,0.8611111111111112
2016-10-09,UNKNOWN,1,1,3.5,3.5,0.0
2016-10-10,TP Hồ Chí Minh,1,1,7.0,7.0,0.8611111111111112
2016-10-11,UNKNOWN,1,0,0.0,0.0,0.0
2016-10-12,TP Hồ Chí Minh,2,1,6.5,3.25,0.8140732265446224
2016-10-12,UNKNOWN,1,0,0.0,0.0,0.0
2016-10-13,TP Hồ Chí Minh,1,1,6.5,6.5,0.7826086956521738
2016-10-13,UNKNOWN,1,1,3.5,3.5,0.0
2016-10-14,UNKNOWN,1,0,0.0,0.0,0.0
2016-10-17,TP Hồ Chí Minh,2,1,4.5,2.25,0.7758284600389864
2016-10-17,UNKNOWN,1,0,0.0,0.0,0.0
2016-10-19,Hà Nội,1,1,3.5,3.5,0.7959183673469388
2016-10-19,TP Hồ Chí Minh,2,1,9.0,4.5,0.8184210526315789
2016-10-19,UNKNOWN,1,0,0.0,0.0,0.0
2016-10-21,Nghệ An,1,1,13.0,13.0,0.5833333333333333
2016-10-21,TP Hồ Chí Minh,1,0,0.0,0.0,0.736842105263158
2016-10-24,TP Hồ Chí Minh,1,1,8.0,8.0,0.736842105263158
2016-10-24,UNKNOWN,1,0,0.0,0.0,0.0
2016-10-25,TP Hồ Chí Minh,1,1,4.0,4.0,0.7826086956521738
2016-10-26,Hà Nội,1,1,4.0,4.0,0.5833333333333333
2016-10-26,TP Hồ Chí Minh,1,1,5.0,5.0,0.736842105263158
2016-10-27,Kiên Giang,1,0,0.0,0.0,0.8461538461538461
2016-10-27,TP Hồ Chí Minh,2,2,14.0,7.0,0.7987117552334944
2016-10-29,Bà Rịa - Vũng Tàu,1,1,3.5,3.5,0.8113207547169812
2016-10-31,TP Hồ Chí Minh,2,2,10.5,5.25,0.7597254004576659
2016-11-01,TP Hồ Chí Minh,1,0,0.0,0.0,0.8876404494382022
2016-11-02,UNKNOWN,2,1,3.5,1.75,0.0
2016-11-03,TP Hồ Chí Minh,2,2,8.0,4.0,0.8079710144927537
2016-11-07,TP Hồ Chí Minh,1,1,11.0,11.0,0.736842105263158
2016-11-08,TP Hồ Chí Minh,1,0,0.0,0.0,0.7826086956521738
2016-11-09,TP Hồ Chí Minh,1,1,6.5,6.5,0.736842105263158
2016-11-09,UNKNOWN,3,3,15.0,5.0,0.0
2016-11-10,Quảng Nam,1,1,2.5,2.5,0.5833333333333333
2016-11-10,TP Hồ Chí Minh,2,1,2.5,1.25,0.7722672064777328
2016-11-10,UNKNOWN,1,1,3.5,3.5,0.0
2016-11-14,Kiên Giang,1,1,10.0,10.0,0.5833333333333333
2016-11-16,TP Hồ Chí Minh,1,0,0.0,0.0,0.736842105263158
2016-11-16,UNKNOWN,1,1,17.0,17.0,0.0
2016-11-17,Nghệ An,1,1,8.0,8.0,0.6428571428571428
2016-11-17,TP Hồ Chí Minh,2,2,7.0,3.5,0.8155467720685112
2016-11-21,Hải Phòng,1,0,0.0,0.0,0.5833333333333333
2016-11-21,TP Hồ Chí Minh,1,1,5.0,5.0,0.736842105263158
2016-11-24,TP Hồ Chí Minh,2,1,4.5,2.25,0.7597254004576659
2016-11-29,Sơn La,1,0,0.0,0.0,0.5833333333333333
2016-11-30,Cần Thơ,1,0,0.0,0.0,0.6428571428571428
2016-11-30,TP Hồ Chí Minh,1,1,2.5,2.5,0.8148148148148149
2016-11-30,UNKNOWN,2,0,0.0,0.0,0.0
2016-12-01,TP Hồ Chí Minh,2,1,3.5,1.75,0.8203441295546559
2016-12-02,UNKNOWN,1,0,0.0,0.0,0.0
2016-12-05,Bình Thuận,1,1,4.0,4.0,0.7826086956521738
2016-12-05,TP Hồ Chí Minh,1,1,10.5,10.5,0.736842105263158
2016-12-07,Lâm Đồng,1,1,7.0,7.0,0.8529411764705883
2016-12-08,Hưng Yên,1,0,0.0,0.0,0.5833333333333333
2016-12-08,TP Hồ Chí Minh,6,2,13.0,2.1666666666666665,0.7840363791927484
2016-12-12,TP Hồ Chí Minh,3,1,2.5,0.8333333333333334,0.8618655191545216
2016-12-13,TP Hồ Chí Minh,1,1,4.5,4.5,0.736842105263158
2016-12-14,Cần Thơ,1,1,6.5,6.5,0.6428571428571428
2016-12-14,TP Hồ Chí Minh,1,0,0.0,0.0,0.5833333333333333
2016-12-15,TP Hồ Chí Minh,1,1,4.0,4.0,0.736842105263158
2016-12-16,TP Hồ Chí Minh,2,1,3.5,1.75,0.736842105263158
2016-12-19,Khánh Hòa,1,1,9.5,9.5,0.8148148148148149
2016-12-19,TP Hồ Chí Minh,1,1,4.0,4.0,0.7826086956521738
2016-12-20,TP Hồ Chí Minh,1,1,2.5,2.5,0.8969072164948454
2016-12-21,Nghệ An,1,1,6.0,6.0,0.5833333333333333
2016-12-21,TP Hồ Chí Minh,1,1,7.0,7.0,0.9230769230769231
2016-12-22,TP Hồ Chí Minh,2,2,10.0,5.0,0.8902387041773232
2016-12-24,An Giang,1,1,3.0,3.0,0.5833333333333333
2016-12-26,TP Hồ Chí Minh,1,0,0.0,0.0,0.8214285714285714
2016-12-27,Bình Dương,1,1,18.0,18.0,0.6428571428571428
2016-12-27,Đà Nẵng,1,1,7.5,7.5,0.8412698412698413
2016-12-28,TP Hồ Chí Minh,5,4,14.0,2.8,0.803076318246597
2016-12-30,Kiên Giang,1,0,0.0,0.0,0.8666666666666667
2016-12-30,Long An,1,0,0.0,0.0,0.736842105263158
2017-01-04,TP Hồ Chí Minh,1,1,3.5,3.5,0.8148148148148149
2017-01-10,Bình Dương,1,1,4.0,4.0,0.75
2017-01-10,UNKNOWN,1,0,0.0,0.0,0.0
2017-01-11,TP Hồ Chí Minh,1,1,3.5,3.5,0.8333333333333334
2017-01-12,TP Hồ Chí Minh,1,1,7.0,7.0,0.736842105263158
2017-01-18,UNKNOWN,1,1,3.5,3.5,0.0
2017-01-19,Hà Nội,1,0,0.0,0.0,0.7959183673469388
2017-01-20,Thừa Thiên Huế,1,1,6.5,6.5,0.5833333333333333
2017-01-21,Quảng Ninh,2,2,8.0,4.0,0.7733274647887324
2017-01-21,UNKNOWN,1,0,0.0,0.0,0.0
2017-01-23,TP Hồ Chí Minh,1,1,7.5,7.5,0.868421052631579
2017-01-25,Lào Cai,1,1,6.5,6.5,0.8611111111111112
2017-01-25,TP Hồ Chí Minh,1,1,3.5,3.5,0.9122807017543859
2017-01-25,UNKNOWN,1,1,4.5,4.5,0.0
2017-01-25,Đà Nẵng,1,1,5.0,5.0,0.7619047619047619
2017-01-27,Hà Nội,1,1,3.5,3.5,0.5833333333333333
2017-01-28,Quảng Ninh,1,1,3.5,3.5,0.736842105263158
2017-02-03,Lào Cai,1,0,0.0,0.0,0.7222222222222222
2017-02-03,Tây Ninh,1,1,4.5,4.5,0.736842105263158
2017-02-03,Đà Nẵng,1,1,3.5,3.5,0.84375
2017-02-09,Bình Dương,1,1,8.5,8.5,0.5833333333333333
2017-02-09,Lào Cai,1,1,12.5,12.5,0.736842105263158
2017-02-09,TP Hồ Chí Minh,1,0,0.0,0.0,0.84375
2017-02-14,Đà Nẵng,1,1,6.5,6.5,0.8148148148148149
2017-02-15,UNKNOWN,1,1,4.0,4.0,0.0
2017-02-15,Đà Nẵng,1,1,3.5,3.5,0.8507462686567164
2017-02-16,TP Hồ Chí Minh,1,0,0.0,0.0,0.8387096774193549
2017-02-16,Đà Nẵng,1,1,6.5,6.5,0.7826086956521738
2017-02-17,Đà Nẵng,1,1,2.5,2.5,0.7959183673469388
2017-02-18,Ninh Thuận,1,1,3.5,3.5,0.8214285714285714
2017-02-19,UNKNOWN,1,0,0.0,0.0,0.0
2017-02-21,Quảng Nam,1,1,4.5,4.5,0.7619047619047619
2017-02-22,Lâm Đồng,1,1,3.0,3.0,0.8245614035087719
2017-02-23,Hà Nội,1,1,6.0,6.0,0.8924731182795699
2017-02-23,Lâm Đồng,1,1,7.5,7.5,0.5833333333333333
2017-02-23,TP Hồ Chí Minh,1,0,0.0,0.0,0.8076923076923077
2017-02-23,Thừa Thiên Huế,1,0,0.0,0.0,0.8734177215189873
2017-02-23,UNKNOWN,1,1,3.5,3.5,0.0
2017-02-25,UNKNOWN,1,1,5.0,5.0,0.0
2017-02-27,TP Hồ Chí Minh,1,1,2.5,2.5,0.736842105263158
2017-03-02,Thừa Thiên Huế,1,1,8.5,8.5,0.5833333333333333
2017-03-02,Đà Nẵng,1,1,3.0,3.0,0.8823529411764706
2017-03-04,TP Hồ Chí Minh,1,1,6.0,6.0,0.8571428571428572
2017-03-06,UNKNOWN,1,0,0.0,0.0,0.0
2017-03-08,Thanh Hóa,1,0,0.0,0.0,0.5833333333333333
2017-03-09,TP Hồ Chí Minh,1,1,5.0,5.0,0.736842105263158
2017-03-10,UNKNOWN,1,1,3.5,3.5,0.0
2017-03-12,Quảng Bình,1,1,4.0,4.0,0.8148148148148149
2017-03-15,TP Hồ Chí Minh,1,1,3.5,3.5,0.9
2017-03-25,Đà Nẵng,1,1,5.0,5.0,0.5833333333333333
2017-03-28,Thừa Thiên Huế,1,1,2.5,2.5,0.5833333333333333
2017-03-30,TP Hồ Chí Minh,1,1,7.5,7.5,0.736842105263158
2017-03-31,Nghệ An,1,1,5.0,5.0,0.5833333333333333
2017-04-02,TP Hồ Chí Minh,1,0,0.0,0.0,0.736842105263158
2017-04-05,TP Hồ Chí Minh,1,1,10.0,10.0,0.8913043478260869
2017-04-06,Thừa Thiên Huế,1,1,6.5,6.5,0.7727272727272727
2017-04-12,Hà Nội,1,0,0.0,0.0,0.5833333333333333
2017-04-13,TP Hồ Chí Minh,1,1,4.5,4.5,0.736842105263158
2017-04-15,UNKNOWN,1,1,7.5,7.5,0.0
2017-04-15,Đà Nẵng,1,1,5.0,5.0,0.5833333333333333
2017-04-17,UNKNOWN,1,1,3.0,3.0,0.0
2017-04-19,TP Hồ Chí Minh,1,1,4.0,4.0,0.8888888888888888
2017-04-20,TP Hồ Chí Minh,1,0,0.0,0.0,0.736842105263158
2017-04-20,UNKNOWN,1,0,0.0,0.0,0.0
2017-04-24,Thanh Hóa,1,1,8.5,8.5,0.75
2017-04-26,TP Hồ Chí Minh,1,1,6.5,6.5,0.9
2017-04-30,Thanh Hóa,1,1,2.5,2.5,0.911504424778761
2017-05-01,Bình Định,1,1,4.0,4.0,0.8571428571428572
2017-05-01,Khánh Hòa,1,1,4.5,4.5,0.9019607843137255
2017-05-01,UNKNOWN,1,1,13.0,13.0,0.0
2017-05-02,Kiên Giang,1,1,3.5,3.5,0.6428571428571428
2017-05-04,Lâm Đồng,1,1,3.5,3.5,0.6875
2017-05-08,Quảng Ninh,1,1,10.5,10.5,0.8734177215189873
2017-05-09,Khánh Hòa,1,1,3.5,3.5,0.8924731182795699
2017-05-17,Thanh Hóa,1,0,0.0,0.0,0.84375
2017-05-17,Đà Nẵng,1,1,15.5,15.5,0.7826086956521738
2017-05-18,TP Hồ Chí Minh,1,1,4.0,4.0,0.7826086956521738
2017-05-25,An Giang,1,1,6.0,6.0,0.900990099009901
2017-05-31,TP Hồ Chí Minh,1,0,0.0,0.0,0.8333333333333334
2017-06-02,UNKNOWN,1,1,3.5,3.5,0.0
2017-06-06,Cần Thơ,1,1,18.5,18.5,0.5833333333333333
2017-06-07,UNKNOWN,1,1,6.5,6.5,0.0
2017-06-07,Đồng Tháp,1,1,8.5,8.5,0.8924731182795699
2017-06-11,Hà Nam,1,0,0.0,0.0,0.736842105263158
2017-06-15,Hải Phòng,1,0,0.0,0.0,0.5833333333333333
2017-06-20,Bình Dương,1,1,6.0,6.0,0.5833333333333333
2017-06-21,TP Hồ Chí Minh,1,1,2.5,2.5,0.9333333333333333
2017-06-23,Đà Nẵng,1,0,0.0,0.0,0.5833333333333333
2017-06-28,TP Hồ Chí Minh,1,1,3.0,3.0,0.8484848484848485
2017-07-06,Bà Rịa - Vũng Tàu,1,1,4.0,4.0,0.5833333333333333
2017-07-07,Nam Định,1,0,0.0,0.0,0.5833333333333333
2017-07-11,Nghệ An,1,1,7.0,7.0,0.8113207547169812
2017-07-11,UNKNOWN,1,1,7.0,7.0,0.0
2017-07-13,Nghệ An,1,1,9.0,9.0,0.8666666666666667
2017-07-13,TP Hồ Chí Minh,1,1,4.5,4.5,0.8611111111111112
2017-07-18,Thừa Thiên Huế,1,0,0.0,0.0,0.6428571428571428
2017-07-19,UNKNOWN,1,0,0.0,0.0,0.0
2017-07-20,Bình Định,1,1,4.5,4.5,0.8876404494382022
2017-07-20,TP Hồ Chí Minh,1,0,0.0,0.0,0.736842105263158
2017-07-20,Thanh Hóa,1,1,3.5,3.5,0.8666666666666667
2017-07-23,Kiên Giang,1,1,4.0,4.0,0.75
2017-07-25,Thanh Hóa,1,0,0.0,0.0,0.855072463768116
2017-07-27,Lào Cai,1,0,0.0,0.0,0.8275862068965517
2017-07-31,Bình Thuận,1,1,3.5,3.5,0.736842105263158
2017-07-31,Nghệ An,1,1,4.5,4.5,0.6875
2017-08-01,UNKNOWN,1,0,0.0,0.0,0.0
2017-08-05,Kiên Giang,1,1,3.5,3.5,0.75
2017-08-06,Đồng Nai,1,1,3.5,3.5,0.6428571428571428
2017-08-07,Hà Nội,1,1,2.5,2.5,0.8591549295774648
2017-08-08,Hà Nội,1,1,3.5,3.5,0.75
2017-08-10,Thanh Hóa,1,1,5.5,5.5,0.8461538461538461
2017-08-17,Bắc Kạn,1,0,0.0,0.0,0.8275862068965517
2017-08-17,Thanh Hóa,1,1,7.5,7.5,0.84375
2022-08-09,TP Hồ Chí Minh,1,1,5.0,5.0,0.8333333333333334
2022-11-27,Hà Giang,1,1,4.0,4.0,0.7619047619047619
2023-12-16,TP Hồ Chí Minh,1,1,16.0,16.0,0.736842105263158
2024-01-03,Điện Biên,1,0,0.0,0.0,0.736842105263158
2024-01-16,Thanh Hóa,1,0,0.0,0.0,0.9382716049382716
2024-01-18,UNKNOWN,1,0,0.0,0.0,0.0
2024-01-29,Hà Nam,1,1,4.0,4.0,0.5833333333333333
2024-02-15,Kiên Giang,1,0,0.0,0.0,0.8924731182795699
2024-03-25,Kiên Giang,1,1,2.5,2.5,0.9290780141843972
2024-05-31,TP Hồ Chí Minh,1,0,0.0,0.0,0.8717948717948718
2024-06-01,UNKNOWN,1,0,0.0,0.0,0.0
2024-07-05,Quảng Ninh,1,1,4.0,4.0,0.9186991869918699
2024-08-31,Ninh Bình,1,1,3.0,3.0,0.8969072164948454
2025-01-17,Đà Nẵng,1,1,4.0,4.0,0.8823529411764706
2025-02-01,Kon Tum,1,1,4.5,4.5,0.8148148148148149
2025-05-01,Quảng Ngãi,1,1,4.0,4.0,0.9065420560747663
2025-08-03,Quảng Bình,1,1,6.5,6.5,0.863013698630137
2025-08-11,Thừa Thiên Huế,1,1,4.5,4.5,0.7619047619047619
2025-09-04,Lào Cai,1,1,4.0,4.0,0.8876404494382022
2025-09-04,Lâm Đồng,1,1,12.0,12.0,0.8717948717948718
2025-09-04,TP Hồ Chí Minh,2,2,7.0,3.5,0.877028397565923
2025-09-04,UNKNOWN,2,1,4.0,2.0,0.0
2025-09-05,Gia Lai,1,1,14.0,14.0,0.8648648648648649
2025-09-05,Hà Nội,6,5,33.0,5.5,0.8284623136138864
2025-09-05,Lâm Đồng,1,1,14.0,14.0,0.8360655737704918
2025-09-05,Nghệ An,2,2,25.0,12.5,0.8142857142857143
2025-09-05,Ninh Thuận,1,0,0.0,0.0,0.8969072164948454
2025-09-05,Phú Thọ,2,1,17.0,8.5,0.866723259762309
2025-09-05,Quảng Bình,1,1,3.5,3.5,0.875
2025-09-05,TP Hồ Chí Minh,6,3,18.0,3.0,0.829548244705204
2025-09-05,Thanh Hóa,1,1,10.5,10.5,0.6428571428571428
2025-09-05,Thái Nguyên,1,1,3.5,3.5,0.8888888888888888
2025-09-05,UNKNOWN,5,5,30.0,6.0,0.0
2025-09-05,Điện Biên,1,0,0.0,0.0,0.736842105263158
2025-09-05,Đà Nẵng,3,2,15.5,5.166666666666667,0.8726566116968902
2025-09-05,Đắk Lắk,1,1,3.0,3.0,0.6875
2025-09-06,An Giang,1,1,2.5,2.5,0.8666666666666667
2025-09-06,Bình Dương,1,1,5.5,5.5,0.5833333333333333
2025-09-06,Cà Mau,1,1,4.0,4.0,0.900990099009901
2025-09-06,Gia Lai,1,1,13.5,13.5,0.8
2025-09-06,Hà Nội,4,2,16.0,4.0,0.8586509060736502
2025-09-06,Hòa Bình,3,1,2.5,0.8333333333333334,0.6230158730158729
2025-09-06,Hưng Yên,1,0,0.0,0.0,0.8148148148148149
2025-09-06,Hải Phòng,2,1,4.5,2.25,0.82640424590889
2025-09-06,Khánh Hòa,2,1,10.5,5.25,0.9025820486143952
2025-09-06,Lai Châu,1,1,2.5,2.5,0.8876404494382022
2025-09-06,Lâm Đồng,3,3,18.5,6.166666666666667,0.8424312146486436
2025-09-06,Nghệ An,1,1,6.0,6.0,0.8214285714285714
2025-09-06,Ninh Bình,1,1,5.5,5.5,0.736842105263158
2025-09-06,Phú Thọ,1,1,6.5,6.5,0.8969072164948454
2025-09-06,Quảng Ninh,1,1,3.5,3.5,0.8901098901098902
2025-09-06,TP Hồ Chí Minh,6,6,37.0,6.166666666666667,0.8493684168844541
2025-09-06,Thanh Hóa,1,1,2.5,2.5,0.868421052631579
2025-09-06,Thái Nguyên,2,2,17.0,8.5,0.82307249712313
2025-09-06,Thừa Thiên Huế,1,0,0.0,0.0,0.8888888888888888
2025-09-06,UNKNOWN,5,4,23.5,4.7,0.0
2025-09-06,Điện Biên,2,2,25.0,12.5,0.7127329192546583
2025-09-06,Đà Nẵng,4,2,13.0,3.25,0.8501096090610157
2025-09-06,Đắk Lắk,2,2,32.5,16.25,0.7913043478260869
2025-09-06,Đồng Nai,2,1,7.0,3.5,0.9009661835748792
2025-09-07,Bình Dương,1,1,20.0,20.0,0.5833333333333333
2025-09-07,Gia Lai,1,1,13.0,13.0,0.7826086956521738
2025-09-07,Hà Nội,7,5,37.0,5.285714285714286,0.7188391926165634
2025-09-07,Hải Phòng,2,0,0.0,0.0,0.881786941580756
2025-09-07,Lâm Đồng,1,1,3.5,3.5,0.8936170212765957
2025-09-07,Nghệ An,4,4,46.0,11.5,0.7433336053385557
2025-09-07,Ninh Bình,1,1,15.0,15.0,0.9236641221374046
2025-09-07,Phú Thọ,1,1,12.5,12.5,0.8275862068965517
2025-09-07,Quảng Nam,1,0,0.0,0.0,0.9264705882352942
2025-09-07,Quảng Ngãi,1,1,4.5,4.5,0.8
2025-09-07,TP Hồ Chí Minh,5,4,33.0,6.6,0.8223886639676113
2025-09-07,Thanh Hóa,2,1,3.0,1.5,0.8051948051948052
2025-09-07,UNKNOWN,1,1,5.5,5.5,0.0
2025-09-07,Đắk Lắk,1,1,13.5,13.5,0.8275862068965517
2025-09-07,Đồng Nai,1,1,6.0,6.0,0.8
2025-09-08,Khánh Hòa,1,0,0.0,0.0,0.5833333333333333
2025-09-08,UNKNOWN,2,0,0.0,0.0,0.0
2025-09-09,Phú Yên,1,1,16.5,16.5,0.7619047619047619
2025-09-09,TP Hồ Chí Minh,1,0,0.0,0.0,0.736842105263158
2025-09-10,TP Hồ Chí Minh,2,2,8.5,4.25,0.9369047619047619
2025-09-10,UNKNOWN,1,0,0.0,0.0,0.0
2025-09-10,Đồng Tháp,1,0,0.0,0.0,0.6428571428571428
2025-09-11,Thừa Thiên Huế,1,1,5.5,5.5,0.5833333333333333
2025-09-11,UNKNOWN,1,1,3.0,3.0,0.0
2025-09-12,Nghệ An,1,0,0.0,0.0,0.7435897435897436
2025-09-13,Nghệ An,1,1,17.0,17.0,0.5833333333333333
2025-09-13,Quảng Ngãi,1,1,6.5,6.5,0.736842105263158
2025-09-13,TP Hồ Chí Minh,1,1,4.5,4.5,0.9390243902439024
2025-09-14,TP Hồ Chí Minh,1,1,2.5,2.5,0.9315068493150684
2025-09-14,Đồng Tháp,1,1,4.5,4.5,0.5833333333333333
2025-09-15,Bình Dương,1,1,6.5,6.5,0.5833333333333333
2025-09-15,Khánh Hòa,1,0,0.0,0.0,0.868421052631579
2025-09-15,Nghệ An,1,0,0.0,0.0,0.5833333333333333
2025-09-15,TP Hồ Chí Minh,1,0,0.0,0.0,0.9074074074074074
2025-09-15,UNKNOWN,1,1,14.0,14.0,0.0
2025-09-16,Bà Rịa - Vũng Tàu,1,1,4.0,4.0,0.7916666666666667
2025-09-16,Quảng Ninh,1,1,9.5,9.5,0.736842105263158
2025-09-16,TP Hồ Chí Minh,1,0,0.0,0.0,0.9056603773584906
2025-09-17,Nghệ An,2,1,8.0,4.0,0.7489648033126294
2025-09-18,Nghệ An,2,1,3.5,1.75,0.7096994535519126
2025-09-18,TP Hồ Chí Minh,1,1,2.5,2.5,0.9056603773584906
2025-09-18,Đồng Tháp,1,0,0.0,0.0,0.5833333333333333
2025-09-19,Hà Nội,1,1,8.0,8.0,0.5833333333333333
2025-09-19,TP Hồ Chí Minh,2,0,0.0,0.0,0.8350877192982457
